uid,block,style,count_anchors,emotion_anchors,intent_anchors,parent_anchors,count_in_emotion,count_not_emotion,count_in_intent,emotion_in_intent,random_expected_count_in_emotion,random_expected_emotion_in_intent,count_is_sparser
ex04_happy_00254,ex04::ANY INDICATION ON HOW HE'S LEANING,happy,8,10,16,27,6,2,6,9,2.962962962962963,5.925925925925926,True
ex04_happy_00278,ex04::HEY GAGA HOW'S IT GOING IN THERE,happy,9,11,16,23,6,3,9,11,4.304347826086956,7.6521739130434785,True
ex04_happy_00284,ex04::YOU COULD HAVE WRECKED HIS LIFE,happy,4,9,12,19,4,0,4,8,1.894736842105263,5.684210526315789,True
ex04_happy_00295,ex04::AND FEE AND STEFFY THEY'RE TEENAGERS,happy,8,12,18,28,7,1,7,9,3.4285714285714284,7.714285714285714,True
ex04_happy_00327,ex04::NOT SO FAST,happy,2,3,6,8,2,0,2,3,0.75,2.25,True
ex04_happy_00334,ex04::OKAY SINCE WE'RE TALKING ABOUT WILL SMITH WHAT OTHER MOVIES DID HE ACT IN,happy,12,21,31,51,9,3,12,18,4.9411764705882355,12.764705882352942,True
ex04_laughing_00004,ex04::HEAVIER THAN YOU THOUGHT IT WOULD BE,laughing,10,16,22,35,8,2,10,13,4.571428571428571,10.057142857142857,True
ex04_laughing_00015,ex04::FENNEL IS A BULB VEGETABLE WITH A LICORICE ANISE FLAVOR TO IT,laughing,17,33,40,64,14,3,15,28,8.765625,20.625,True
ex04_laughing_00080,ex04::I'M DOING SOCIETY A FAVOR,laughing,5,12,18,28,5,0,5,10,2.142857142857143,7.714285714285714,True
ex04_laughing_00099,ex04::DOES WEBMD HAVE A WEBPAGE ON DECODING CODE,laughing,13,22,28,47,11,2,13,18,6.085106382978723,13.106382978723405,True
ex04_laughing_00147,ex04::YOU'RE ANGRY ON THE TIN ROOF,laughing,7,12,19,27,3,4,5,10,3.111111111111111,8.444444444444445,True
ex04_laughing_00158,ex04::AND THEN HE WOULD COME OVER TO OUR SET AND FILM THROUGHOUT THE NIGHT,laughing,15,22,32,52,12,3,11,18,6.346153846153846,13.538461538461538,True
ex04_laughing_00183,ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,laughing,19,25,39,60,13,6,17,22,7.916666666666667,16.25,True
ex04_laughing_00206,ex04::ENJOY THE MOVIE,laughing,5,6,12,18,4,1,5,6,1.6666666666666667,4.0,True
ex04_laughing_00209,ex04::ANY TRIPLE DIGIT TEMPS THIS WEEK IN TEXAS,laughing,9,21,24,37,8,1,8,17,5.108108108108108,13.621621621621621,True
ex04_laughing_00254,ex04::ANY INDICATION ON HOW HE'S LEANING,laughing,7,11,22,30,6,1,6,11,2.566666666666667,8.066666666666666,True
ex04_laughing_00278,ex04::HEY GAGA HOW'S IT GOING IN THERE,laughing,11,16,23,35,9,2,10,14,5.0285714285714285,10.514285714285714,True
ex04_laughing_00284,ex04::YOU COULD HAVE WRECKED HIS LIFE,laughing,6,13,17,32,4,2,5,12,2.4375,6.90625,True
ex04_laughing_00295,ex04::AND FEE AND STEFFY THEY'RE TEENAGERS,laughing,9,12,20,33,6,3,7,10,3.272727272727273,7.2727272727272725,True
ex04_laughing_00327,ex04::NOT SO FAST,laughing,4,4,8,13,3,1,4,4,1.2307692307692308,2.4615384615384617,True
ex04_laughing_00334,ex04::OKAY SINCE WE'RE TALKING ABOUT WILL SMITH WHAT OTHER MOVIES DID HE ACT IN,laughing,16,27,40,62,13,3,15,26,6.967741935483871,17.419354838709676,True
ex04_sad_00004,ex04::HEAVIER THAN YOU THOUGHT IT WOULD BE,sad,7,10,15,23,5,2,6,9,3.0434782608695654,6.521739130434782,True
ex04_sad_00015,ex04::FENNEL IS A BULB VEGETABLE WITH A LICORICE ANISE FLAVOR TO IT,sad,16,26,34,51,12,4,16,24,8.156862745098039,17.333333333333332,True
ex04_sad_00080,ex04::I'M DOING SOCIETY A FAVOR,sad,7,10,15,23,5,2,6,8,3.0434782608695654,6.521739130434782,True
ex04_sad_00099,ex04::DOES WEBMD HAVE A WEBPAGE ON DECODING CODE,sad,12,20,25,40,11,1,11,17,6.0,12.5,True
ex04_sad_00147,ex04::YOU'RE ANGRY ON THE TIN ROOF,sad,4,9,17,21,4,0,4,9,1.7142857142857142,7.285714285714286,True
ex04_sad_00158,ex04::AND THEN HE WOULD COME OVER TO OUR SET AND FILM THROUGHOUT THE NIGHT,sad,13,19,25,45,10,3,12,17,5.488888888888889,10.555555555555555,True
ex04_sad_00183,ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,sad,9,19,31,42,7,2,9,17,4.071428571428571,14.023809523809524,True
ex04_sad_00206,ex04::ENJOY THE MOVIE,sad,5,5,12,16,3,2,5,5,1.5625,3.75,True
ex04_sad_00209,ex04::ANY TRIPLE DIGIT TEMPS THIS WEEK IN TEXAS,sad,8,17,21,33,8,0,7,15,4.121212121212121,10.818181818181818,True
ex04_sad_00254,ex04::ANY INDICATION ON HOW HE'S LEANING,sad,8,12,19,26,6,2,8,10,3.6923076923076925,8.76923076923077,True
ex04_sad_00278,ex04::HEY GAGA HOW'S IT GOING IN THERE,sad,8,14,20,27,8,0,8,12,4.148148148148148,10.37037037037037,True
ex04_sad_00284,ex04::YOU COULD HAVE WRECKED HIS LIFE,sad,4,9,15,21,4,0,4,9,1.7142857142857142,6.428571428571429,True
ex04_sad_00295,ex04::AND FEE AND STEFFY THEY'RE TEENAGERS,sad,7,11,18,27,6,1,7,10,2.8518518518518516,7.333333333333333,True
ex04_sad_00327,ex04::NOT SO FAST,sad,2,3,7,10,2,0,2,3,0.6,2.1,True
ex04_sad_00334,ex04::OKAY SINCE WE'RE TALKING ABOUT WILL SMITH WHAT OTHER MOVIES DID HE ACT IN,sad,14,28,36,53,12,2,12,26,7.39622641509434,19.0188679245283,True
ex04_whisper_00004,ex04::HEAVIER THAN YOU THOUGHT IT WOULD BE,whisper,6,10,15,25,5,1,5,9,2.4,6.0,True
ex04_whisper_00015,ex04::FENNEL IS A BULB VEGETABLE WITH A LICORICE ANISE FLAVOR TO IT,whisper,17,26,37,54,12,5,13,24,8.185185185185185,17.814814814814813,True
ex04_whisper_00080,ex04::I'M DOING SOCIETY A FAVOR,whisper,6,10,14,25,4,2,6,8,2.4,5.6,True
ex04_whisper_00099,ex04::DOES WEBMD HAVE A WEBPAGE ON DECODING CODE,whisper,12,22,28,40,10,2,11,20,6.6,15.4,True
ex04_whisper_00147,ex04::YOU'RE ANGRY ON THE TIN ROOF,whisper,7,9,16,23,6,1,6,8,2.739130434782609,6.260869565217392,True
ex04_whisper_00158,ex04::AND THEN HE WOULD COME OVER TO OUR SET AND FILM THROUGHOUT THE NIGHT,whisper,14,21,28,48,10,4,11,18,6.125,12.25,True
ex04_whisper_00183,ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,whisper,12,16,25,40,8,4,10,13,4.8,10.0,True
ex04_whisper_00206,ex04::ENJOY THE MOVIE,whisper,4,5,8,13,3,1,4,4,1.5384615384615385,3.076923076923077,True
ex04_whisper_00209,ex04::ANY TRIPLE DIGIT TEMPS THIS WEEK IN TEXAS,whisper,8,18,22,34,8,0,8,17,4.235294117647059,11.647058823529411,True
ex04_whisper_00254,ex04::ANY INDICATION ON HOW HE'S LEANING,whisper,7,11,20,28,4,3,6,11,2.75,7.857142857142857,True
ex04_whisper_00278,ex04::HEY GAGA HOW'S IT GOING IN THERE,whisper,8,13,19,27,7,1,7,12,3.8518518518518516,9.148148148148149,True
ex04_whisper_00284,ex04::YOU COULD HAVE WRECKED HIS LIFE,whisper,4,11,14,23,4,0,4,10,1.9130434782608696,6.695652173913044,True
ex04_whisper_00295,ex04::AND FEE AND STEFFY THEY'RE TEENAGERS,whisper,8,10,22,31,5,3,7,10,2.5806451612903225,7.096774193548387,True
ex04_whisper_00327,ex04::NOT SO FAST,whisper,3,3,8,11,2,1,3,3,0.8181818181818182,2.1818181818181817,True
ex04_whisper_00334,ex04::OKAY SINCE WE'RE TALKING ABOUT WILL SMITH WHAT OTHER MOVIES DID HE ACT IN,whisper,12,26,39,57,8,4,11,22,5.473684210526316,17.789473684210527,True
