uid,block,a,b,tol_ms,hits,den,twice_hits,a_n,b_n,b_covered
ex03_confused_00014,ex03::IS IT THE SHAPE OF THINGS TO COME,asr_3408,emotion_3408,20,9,37,18,27,10,9
ex03_confused_00014,ex03::IS IT THE SHAPE OF THINGS TO COME,asr_3408,emotion_3408,40,10,37,20,27,10,10
ex03_confused_00014,ex03::IS IT THE SHAPE OF THINGS TO COME,asr_3408,intent_3408_last,0,13,44,26,27,17,13
ex03_confused_00014,ex03::IS IT THE SHAPE OF THINGS TO COME,asr_3408,intent_3408_last,20,16,44,32,27,17,16
ex03_confused_00014,ex03::IS IT THE SHAPE OF THINGS TO COME,asr_3408,intent_3408_last,40,17,44,34,27,17,17
ex03_confused_00014,ex03::IS IT THE SHAPE OF THINGS TO COME,asr_3408,speaker_count_3408_last,0,5,33,10,27,6,5
ex03_confused_00014,ex03::IS IT THE SHAPE OF THINGS TO COME,asr_3408,speaker_count_3408_last,20,6,33,12,27,6,6
ex03_confused_00014,ex03::IS IT THE SHAPE OF THINGS TO COME,asr_3408,speaker_count_3408_last,40,6,33,12,27,6,6
ex03_confused_00014,ex03::IS IT THE SHAPE OF THINGS TO COME,emotion_3408,intent_3408_last,0,9,27,18,10,17,9
ex03_confused_00014,ex03::IS IT THE SHAPE OF THINGS TO COME,emotion_3408,intent_3408_last,20,9,27,18,10,17,9
ex03_confused_00014,ex03::IS IT THE SHAPE OF THINGS TO COME,emotion_3408,intent_3408_last,40,10,27,20,10,17,11
ex03_confused_00014,ex03::IS IT THE SHAPE OF THINGS TO COME,emotion_3408,speaker_count_3408_last,0,5,16,10,10,6,5
ex03_confused_00014,ex03::IS IT THE SHAPE OF THINGS TO COME,emotion_3408,speaker_count_3408_last,20,5,16,10,10,6,5
ex03_confused_00014,ex03::IS IT THE SHAPE OF THINGS TO COME,emotion_3408,speaker_count_3408_last,40,5,16,10,10,6,5
ex03_confused_00014,ex03::IS IT THE SHAPE OF THINGS TO COME,intent_3408_last,speaker_count_3408_last,0,5,23,10,17,6,5
ex03_confused_00014,ex03::IS IT THE SHAPE OF THINGS TO COME,intent_3408_last,speaker_count_3408_last,20,6,23,12,17,6,6
ex03_confused_00014,ex03::IS IT THE SHAPE OF THINGS TO COME,intent_3408_last,speaker_count_3408_last,40,6,23,12,17,6,6
ex03_confused_00037,ex03::THE VACANCIES ARE IN SUPPORT SERVICES AND ARTS,asr_3408,emotion_3408,0,14,65,28,42,23,14
ex03_confused_00037,ex03::THE VACANCIES ARE IN SUPPORT SERVICES AND ARTS,asr_3408,emotion_3408,20,23,65,46,42,23,23
ex03_confused_00037,ex03::THE VACANCIES ARE IN SUPPORT SERVICES AND ARTS,asr_3408,emotion_3408,40,23,65,46,42,23,23
ex03_confused_00037,ex03::THE VACANCIES ARE IN SUPPORT SERVICES AND ARTS,asr_3408,intent_3408_last,0,21,71,42,42,29,21
ex03_confused_00037,ex03::THE VACANCIES ARE IN SUPPORT SERVICES AND ARTS,asr_3408,intent_3408_last,20,29,71,58,42,29,29
ex03_confused_00037,ex03::THE VACANCIES ARE IN SUPPORT SERVICES AND ARTS,asr_3408,intent_3408_last,40,29,71,58,42,29,29
ex03_confused_00037,ex03::THE VACANCIES ARE IN SUPPORT SERVICES AND ARTS,asr_3408,speaker_count_3408_last,0,7,54,14,42,12,7
ex03_confused_00037,ex03::THE VACANCIES ARE IN SUPPORT SERVICES AND ARTS,asr_3408,speaker_count_3408_last,20,11,54,22,42,12,11
ex03_confused_00037,ex03::THE VACANCIES ARE IN SUPPORT SERVICES AND ARTS,asr_3408,speaker_count_3408_last,40,12,54,24,42,12,12
ex03_confused_00037,ex03::THE VACANCIES ARE IN SUPPORT SERVICES AND ARTS,emotion_3408,intent_3408_last,0,14,52,28,23,29,14
ex03_confused_00037,ex03::THE VACANCIES ARE IN SUPPORT SERVICES AND ARTS,emotion_3408,intent_3408_last,20,21,52,42,23,29,22
ex03_confused_00037,ex03::THE VACANCIES ARE IN SUPPORT SERVICES AND ARTS,emotion_3408,intent_3408_last,40,22,52,44,23,29,23
ex03_confused_00037,ex03::THE VACANCIES ARE IN SUPPORT SERVICES AND ARTS,emotion_3408,speaker_count_3408_last,0,7,35,14,23,12,7
ex03_confused_00037,ex03::THE VACANCIES ARE IN SUPPORT SERVICES AND ARTS,emotion_3408,speaker_count_3408_last,20,10,35,20,23,12,10
ex03_confused_00037,ex03::THE VACANCIES ARE IN SUPPORT SERVICES AND ARTS,emotion_3408,speaker_count_3408_last,40,11,35,22,23,12,11
ex03_confused_00037,ex03::THE VACANCIES ARE IN SUPPORT SERVICES AND ARTS,intent_3408_last,speaker_count_3408_last,0,6,41,12,29,12,6
ex03_confused_00037,ex03::THE VACANCIES ARE IN SUPPORT SERVICES AND ARTS,intent_3408_last,speaker_count_3408_last,20,10,41,20,29,12,10
ex03_confused_00037,ex03::THE VACANCIES ARE IN SUPPORT SERVICES AND ARTS,intent_3408_last,speaker_count_3408_last,40,11,41,22,29,12,11
ex03_confused_00040,ex03::HOW ARE YOU SIR,asr_3408,emotion_3408,0,5,17,10,12,5,5
ex03_confused_00040,ex03::HOW ARE YOU SIR,asr_3408,emotion_3408,20,5,17,10,12,5,5
ex03_confused_00040,ex03::HOW ARE YOU SIR,asr_3408,emotion_3408,40,5,17,10,12,5,5
ex03_confused_00040,ex03::HOW ARE YOU SIR,asr_3408,intent_3408_last,0,7,21,14,12,9,7
ex03_confused_00040,ex03::HOW ARE YOU SIR,asr_3408,intent_3408_last,20,9,21,18,12,9,9
ex03_confused_00040,ex03::HOW ARE YOU SIR,asr_3408,intent_3408_last,40,9,21,18,12,9,9
ex03_confused_00040,ex03::HOW ARE YOU SIR,asr_3408,speaker_count_3408_last,0,2,16,4,12,4,2
ex03_confused_00040,ex03::HOW ARE YOU SIR,asr_3408,speaker_count_3408_last,20,4,16,8,12,4,4
ex03_confused_00040,ex03::HOW ARE YOU SIR,asr_3408,speaker_count_3408_last,40,4,16,8,12,4,4
ex03_confused_00040,ex03::HOW ARE YOU SIR,emotion_3408,intent_3408_last,0,5,14,10,5,9,5
ex03_confused_00040,ex03::HOW ARE YOU SIR,emotion_3408,intent_3408_last,20,5,14,10,5,9,5
ex03_confused_00040,ex03::HOW ARE YOU SIR,emotion_3408,intent_3408_last,40,5,14,10,5,9,5
ex03_confused_00040,ex03::HOW ARE YOU SIR,emotion_3408,speaker_count_3408_last,0,2,9,4,5,4,2
ex03_confused_00040,ex03::HOW ARE YOU SIR,emotion_3408,speaker_count_3408_last,20,3,9,6,5,4,3
ex03_confused_00040,ex03::HOW ARE YOU SIR,emotion_3408,speaker_count_3408_last,40,3,9,6,5,4,3
ex03_confused_00040,ex03::HOW ARE YOU SIR,intent_3408_last,speaker_count_3408_last,0,2,13,4,9,4,2
ex03_confused_00040,ex03::HOW ARE YOU SIR,intent_3408_last,speaker_count_3408_last,20,3,13,6,9,4,3
ex03_confused_00040,ex03::HOW ARE YOU SIR,intent_3408_last,speaker_count_3408_last,40,3,13,6,9,4,3
ex03_confused_00104,ex03::GRANNY SMITH APPLES YOUR FAVORITE,asr_3408,emotion_3408,0,8,39,16,26,13,8
ex03_confused_00104,ex03::GRANNY SMITH APPLES YOUR FAVORITE,asr_3408,emotion_3408,20,12,39,24,26,13,12
ex03_confused_00104,ex03::GRANNY SMITH APPLES YOUR FAVORITE,asr_3408,emotion_3408,40,13,39,26,26,13,13
ex03_confused_00104,ex03::GRANNY SMITH APPLES YOUR FAVORITE,asr_3408,intent_3408_last,0,17,45,34,26,19,17
ex03_confused_00104,ex03::GRANNY SMITH APPLES YOUR FAVORITE,asr_3408,intent_3408_last,20,18,45,36,26,19,18
ex03_confused_00104,ex03::GRANNY SMITH APPLES YOUR FAVORITE,asr_3408,intent_3408_last,40,19,45,38,26,19,19
ex03_confused_00104,ex03::GRANNY SMITH APPLES YOUR FAVORITE,asr_3408,speaker_count_3408_last,0,4,32,8,26,6,4
ex03_confused_00104,ex03::GRANNY SMITH APPLES YOUR FAVORITE,asr_3408,speaker_count_3408_last,20,6,32,12,26,6,6
ex03_confused_00104,ex03::GRANNY SMITH APPLES YOUR FAVORITE,asr_3408,speaker_count_3408_last,40,6,32,12,26,6,6
ex03_confused_00104,ex03::GRANNY SMITH APPLES YOUR FAVORITE,emotion_3408,intent_3408_last,0,8,32,16,13,19,8
ex03_confused_00104,ex03::GRANNY SMITH APPLES YOUR FAVORITE,emotion_3408,intent_3408_last,20,10,32,20,13,19,12
ex03_confused_00104,ex03::GRANNY SMITH APPLES YOUR FAVORITE,emotion_3408,intent_3408_last,40,11,32,22,13,19,12
ex03_confused_00104,ex03::GRANNY SMITH APPLES YOUR FAVORITE,emotion_3408,speaker_count_3408_last,0,3,19,6,13,6,3
ex03_confused_00104,ex03::GRANNY SMITH APPLES YOUR FAVORITE,emotion_3408,speaker_count_3408_last,20,5,19,10,13,6,5
ex03_confused_00104,ex03::GRANNY SMITH APPLES YOUR FAVORITE,emotion_3408,speaker_count_3408_last,40,5,19,10,13,6,5
ex03_confused_00104,ex03::GRANNY SMITH APPLES YOUR FAVORITE,intent_3408_last,speaker_count_3408_last,0,3,25,6,19,6,3
ex03_confused_00104,ex03::GRANNY SMITH APPLES YOUR FAVORITE,intent_3408_last,speaker_count_3408_last,20,5,25,10,19,6,5
ex03_confused_00104,ex03::GRANNY SMITH APPLES YOUR FAVORITE,intent_3408_last,speaker_count_3408_last,40,5,25,10,19,6,5
ex03_confused_00134,ex03::WHO STARS IN THE NUTTY PROFESSOR,asr_3408,emotion_3408,0,8,38,16,25,13,8
ex03_confused_00134,ex03::WHO STARS IN THE NUTTY PROFESSOR,asr_3408,emotion_3408,20,12,38,24,25,13,12
ex03_confused_00134,ex03::WHO STARS IN THE NUTTY PROFESSOR,asr_3408,emotion_3408,40,12,38,24,25,13,12
ex03_confused_00134,ex03::WHO STARS IN THE NUTTY PROFESSOR,asr_3408,intent_3408_last,0,15,45,30,25,20,15
ex03_confused_00134,ex03::WHO STARS IN THE NUTTY PROFESSOR,asr_3408,intent_3408_last,20,19,45,38,25,20,19
ex03_confused_00134,ex03::WHO STARS IN THE NUTTY PROFESSOR,asr_3408,intent_3408_last,40,19,45,38,25,20,19
ex03_confused_00134,ex03::WHO STARS IN THE NUTTY PROFESSOR,asr_3408,speaker_count_3408_last,0,4,31,8,25,6,4
ex03_confused_00134,ex03::WHO STARS IN THE NUTTY PROFESSOR,asr_3408,speaker_count_3408_last,20,5,31,10,25,6,5
ex03_confused_00134,ex03::WHO STARS IN THE NUTTY PROFESSOR,asr_3408,speaker_count_3408_last,40,6,31,12,25,6,6
ex03_confused_00134,ex03::WHO STARS IN THE NUTTY PROFESSOR,emotion_3408,intent_3408_last,0,12,33,24,13,20,12
ex03_confused_00134,ex03::WHO STARS IN THE NUTTY PROFESSOR,emotion_3408,intent_3408_last,20,13,33,26,13,20,13
ex03_confused_00134,ex03::WHO STARS IN THE NUTTY PROFESSOR,emotion_3408,intent_3408_last,40,13,33,26,13,20,13
ex03_confused_00134,ex03::WHO STARS IN THE NUTTY PROFESSOR,emotion_3408,speaker_count_3408_last,0,4,19,8,13,6,4
ex03_confused_00134,ex03::WHO STARS IN THE NUTTY PROFESSOR,emotion_3408,speaker_count_3408_last,20,5,19,10,13,6,5
ex03_confused_00134,ex03::WHO STARS IN THE NUTTY PROFESSOR,emotion_3408,speaker_count_3408_last,40,6,19,12,13,6,6
ex03_confused_00134,ex03::WHO STARS IN THE NUTTY PROFESSOR,intent_3408_last,speaker_count_3408_last,0,4,26,8,20,6,4
ex03_confused_00134,ex03::WHO STARS IN THE NUTTY PROFESSOR,intent_3408_last,speaker_count_3408_last,20,5,26,10,20,6,5
ex03_confused_00134,ex03::WHO STARS IN THE NUTTY PROFESSOR,intent_3408_last,speaker_count_3408_last,40,6,26,12,20,6,6
ex03_confused_00143,ex03::OH ME TOO,asr_3408,emotion_3408,0,3,10,6,7,3,3
ex03_confused_00143,ex03::OH ME TOO,asr_3408,emotion_3408,20,3,10,6,7,3,3
ex03_confused_00143,ex03::OH ME TOO,asr_3408,emotion_3408,40,3,10,6,7,3,3
ex03_confused_00143,ex03::OH ME TOO,asr_3408,intent_3408_last,0,5,13,10,7,6,5
ex03_confused_00143,ex03::OH ME TOO,asr_3408,intent_3408_last,20,6,13,12,7,6,6
ex03_confused_00143,ex03::OH ME TOO,asr_3408,intent_3408_last,40,6,13,12,7,6,6
ex03_confused_00143,ex03::OH ME TOO,asr_3408,speaker_count_3408_last,0,3,11,6,7,4,3
ex03_confused_00143,ex03::OH ME TOO,asr_3408,speaker_count_3408_last,20,3,11,6,7,4,3
ex03_confused_00143,ex03::OH ME TOO,asr_3408,speaker_count_3408_last,40,3,11,6,7,4,3
ex03_confused_00143,ex03::OH ME TOO,emotion_3408,intent_3408_last,0,3,9,6,3,6,3
ex03_confused_00143,ex03::OH ME TOO,emotion_3408,intent_3408_last,20,3,9,6,3,6,3
ex03_confused_00143,ex03::OH ME TOO,emotion_3408,intent_3408_last,40,3,9,6,3,6,3
ex03_confused_00143,ex03::OH ME TOO,emotion_3408,speaker_count_3408_last,0,2,7,4,3,4,2
ex03_confused_00143,ex03::OH ME TOO,emotion_3408,speaker_count_3408_last,20,2,7,4,3,4,2
ex03_confused_00143,ex03::OH ME TOO,emotion_3408,speaker_count_3408_last,40,2,7,4,3,4,2
ex03_confused_00143,ex03::OH ME TOO,intent_3408_last,speaker_count_3408_last,0,2,10,4,6,4,2
ex03_confused_00143,ex03::OH ME TOO,intent_3408_last,speaker_count_3408_last,20,2,10,4,6,4,2
ex03_confused_00143,ex03::OH ME TOO,intent_3408_last,speaker_count_3408_last,40,2,10,4,6,4,2
ex03_confused_00175,ex03::WHAT IS TAI CHI,asr_3408,emotion_3408,0,3,20,6,15,5,3
ex03_confused_00175,ex03::WHAT IS TAI CHI,asr_3408,emotion_3408,20,5,20,10,15,5,5
ex03_confused_00175,ex03::WHAT IS TAI CHI,asr_3408,emotion_3408,40,5,20,10,15,5,5
ex03_confused_00175,ex03::WHAT IS TAI CHI,asr_3408,intent_3408_last,0,7,25,14,15,10,7
ex03_confused_00175,ex03::WHAT IS TAI CHI,asr_3408,intent_3408_last,20,10,25,20,15,10,10
ex03_confused_00175,ex03::WHAT IS TAI CHI,asr_3408,intent_3408_last,40,10,25,20,15,10,10
ex03_confused_00175,ex03::WHAT IS TAI CHI,asr_3408,speaker_count_3408_last,0,1,18,2,15,3,1
ex03_confused_00175,ex03::WHAT IS TAI CHI,asr_3408,speaker_count_3408_last,20,2,18,4,15,3,2
ex03_confused_00175,ex03::WHAT IS TAI CHI,asr_3408,speaker_count_3408_last,40,2,18,4,15,3,2
ex03_confused_00175,ex03::WHAT IS TAI CHI,emotion_3408,intent_3408_last,0,3,15,6,5,10,3
ex03_confused_00175,ex03::WHAT IS TAI CHI,emotion_3408,intent_3408_last,20,4,15,8,5,10,4
ex03_confused_00175,ex03::WHAT IS TAI CHI,emotion_3408,intent_3408_last,40,5,15,10,5,10,6
ex03_confused_00175,ex03::WHAT IS TAI CHI,emotion_3408,speaker_count_3408_last,0,1,8,2,5,3,1
ex03_confused_00175,ex03::WHAT IS TAI CHI,emotion_3408,speaker_count_3408_last,20,2,8,4,5,3,2
ex03_confused_00175,ex03::WHAT IS TAI CHI,emotion_3408,speaker_count_3408_last,40,2,8,4,5,3,2
ex03_confused_00175,ex03::WHAT IS TAI CHI,intent_3408_last,speaker_count_3408_last,0,1,13,2,10,3,1
ex03_confused_00175,ex03::WHAT IS TAI CHI,intent_3408_last,speaker_count_3408_last,20,2,13,4,10,3,2
ex03_confused_00175,ex03::WHAT IS TAI CHI,intent_3408_last,speaker_count_3408_last,40,2,13,4,10,3,2
ex03_confused_00198,ex03::OF COURSE HE DOES,asr_3408,emotion_3408,0,4,22,8,16,6,4
ex03_confused_00198,ex03::OF COURSE HE DOES,asr_3408,emotion_3408,20,5,22,10,16,6,5
ex03_confused_00198,ex03::OF COURSE HE DOES,asr_3408,emotion_3408,40,6,22,12,16,6,6
ex03_confused_00198,ex03::OF COURSE HE DOES,asr_3408,intent_3408_last,0,5,28,10,16,12,5
ex03_confused_00198,ex03::OF COURSE HE DOES,asr_3408,intent_3408_last,20,12,28,24,16,12,12
ex03_confused_00198,ex03::OF COURSE HE DOES,asr_3408,intent_3408_last,40,12,28,24,16,12,12
ex03_confused_00198,ex03::OF COURSE HE DOES,asr_3408,speaker_count_3408_last,0,1,20,2,16,4,1
ex03_confused_00198,ex03::OF COURSE HE DOES,asr_3408,speaker_count_3408_last,20,4,20,8,16,4,4
ex03_confused_00198,ex03::OF COURSE HE DOES,asr_3408,speaker_count_3408_last,40,4,20,8,16,4,4
ex03_confused_00198,ex03::OF COURSE HE DOES,emotion_3408,intent_3408_last,0,3,18,6,6,12,3
ex03_confused_00198,ex03::OF COURSE HE DOES,emotion_3408,intent_3408_last,20,5,18,10,6,12,5
ex03_confused_00198,ex03::OF COURSE HE DOES,emotion_3408,intent_3408_last,40,6,18,12,6,12,6
ex03_confused_00198,ex03::OF COURSE HE DOES,emotion_3408,speaker_count_3408_last,0,0,10,0,6,4,0
ex03_confused_00198,ex03::OF COURSE HE DOES,emotion_3408,speaker_count_3408_last,20,3,10,6,6,4,3
ex03_confused_00198,ex03::OF COURSE HE DOES,emotion_3408,speaker_count_3408_last,40,3,10,6,6,4,3
ex03_confused_00198,ex03::OF COURSE HE DOES,intent_3408_last,speaker_count_3408_last,0,0,16,0,12,4,0
ex03_confused_00198,ex03::OF COURSE HE DOES,intent_3408_last,speaker_count_3408_last,20,4,16,8,12,4,4
ex03_confused_00198,ex03::OF COURSE HE DOES,intent_3408_last,speaker_count_3408_last,40,4,16,8,12,4,4
ex03_confused_00205,ex03::MILESTONES FOR ALEX AND THE OTHER TRAVEL ZOO BREAK OUT YOUR SCORECARDS,asr_3408,emotion_3408,0,18,86,36,57,29,18
ex03_confused_00205,ex03::MILESTONES FOR ALEX AND THE OTHER TRAVEL ZOO BREAK OUT YOUR SCORECARDS,asr_3408,emotion_3408,20,29,86,58,57,29,29
ex03_confused_00205,ex03::MILESTONES FOR ALEX AND THE OTHER TRAVEL ZOO BREAK OUT YOUR SCORECARDS,asr_3408,emotion_3408,40,29,86,58,57,29,29
ex03_confused_00205,ex03::MILESTONES FOR ALEX AND THE OTHER TRAVEL ZOO BREAK OUT YOUR SCORECARDS,asr_3408,intent_3408_last,0,30,97,60,57,40,30
ex03_confused_00205,ex03::MILESTONES FOR ALEX AND THE OTHER TRAVEL ZOO BREAK OUT YOUR SCORECARDS,asr_3408,intent_3408_last,20,40,97,80,57,40,40
ex03_confused_00205,ex03::MILESTONES FOR ALEX AND THE OTHER TRAVEL ZOO BREAK OUT YOUR SCORECARDS,asr_3408,intent_3408_last,40,40,97,80,57,40,40
ex03_confused_00205,ex03::MILESTONES FOR ALEX AND THE OTHER TRAVEL ZOO BREAK OUT YOUR SCORECARDS,asr_3408,speaker_count_3408_last,0,11,74,22,57,17,11
ex03_confused_00205,ex03::MILESTONES FOR ALEX AND THE OTHER TRAVEL ZOO BREAK OUT YOUR SCORECARDS,asr_3408,speaker_count_3408_last,20,15,74,30,57,17,15
ex03_confused_00205,ex03::MILESTONES FOR ALEX AND THE OTHER TRAVEL ZOO BREAK OUT YOUR SCORECARDS,asr_3408,speaker_count_3408_last,40,15,74,30,57,17,15
ex03_confused_00205,ex03::MILESTONES FOR ALEX AND THE OTHER TRAVEL ZOO BREAK OUT YOUR SCORECARDS,emotion_3408,intent_3408_last,0,20,69,40,29,40,20
ex03_confused_00205,ex03::MILESTONES FOR ALEX AND THE OTHER TRAVEL ZOO BREAK OUT YOUR SCORECARDS,emotion_3408,intent_3408_last,20,27,69,54,29,40,28
ex03_confused_00205,ex03::MILESTONES FOR ALEX AND THE OTHER TRAVEL ZOO BREAK OUT YOUR SCORECARDS,emotion_3408,intent_3408_last,40,29,69,58,29,40,30
ex03_confused_00205,ex03::MILESTONES FOR ALEX AND THE OTHER TRAVEL ZOO BREAK OUT YOUR SCORECARDS,emotion_3408,speaker_count_3408_last,0,7,46,14,29,17,7
ex03_confused_00205,ex03::MILESTONES FOR ALEX AND THE OTHER TRAVEL ZOO BREAK OUT YOUR SCORECARDS,emotion_3408,speaker_count_3408_last,20,13,46,26,29,17,13
ex03_confused_00205,ex03::MILESTONES FOR ALEX AND THE OTHER TRAVEL ZOO BREAK OUT YOUR SCORECARDS,emotion_3408,speaker_count_3408_last,40,15,46,30,29,17,15
ex03_confused_00205,ex03::MILESTONES FOR ALEX AND THE OTHER TRAVEL ZOO BREAK OUT YOUR SCORECARDS,intent_3408_last,speaker_count_3408_last,0,8,57,16,40,17,8
ex03_confused_00205,ex03::MILESTONES FOR ALEX AND THE OTHER TRAVEL ZOO BREAK OUT YOUR SCORECARDS,intent_3408_last,speaker_count_3408_last,20,14,57,28,40,17,14
ex03_confused_00205,ex03::MILESTONES FOR ALEX AND THE OTHER TRAVEL ZOO BREAK OUT YOUR SCORECARDS,intent_3408_last,speaker_count_3408_last,40,15,57,30,40,17,15
ex03_confused_00226,ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,asr_3408,emotion_3408,0,24,105,48,69,36,24
ex03_confused_00226,ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,asr_3408,emotion_3408,20,34,105,68,69,36,34
ex03_confused_00226,ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,asr_3408,emotion_3408,40,36,105,72,69,36,36
ex03_confused_00226,ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,asr_3408,intent_3408_last,0,29,115,58,69,46,29
ex03_confused_00226,ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,asr_3408,intent_3408_last,20,45,115,90,69,46,45
ex03_confused_00226,ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,asr_3408,intent_3408_last,40,45,115,90,69,46,45
ex03_confused_00226,ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,asr_3408,speaker_count_3408_last,0,11,93,22,69,24,11
ex03_confused_00226,ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,asr_3408,speaker_count_3408_last,20,21,93,42,69,24,21
ex03_confused_00226,ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,asr_3408,speaker_count_3408_last,40,23,93,46,69,24,23
ex03_confused_00226,ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,emotion_3408,intent_3408_last,0,22,82,44,36,46,22
ex03_confused_00226,ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,emotion_3408,intent_3408_last,20,33,82,66,36,46,35
ex03_confused_00226,ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,emotion_3408,intent_3408_last,40,34,82,68,36,46,37
ex03_confused_00226,ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,emotion_3408,speaker_count_3408_last,0,8,60,16,36,24,8
ex03_confused_00226,ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,emotion_3408,speaker_count_3408_last,20,19,60,38,36,24,19
ex03_confused_00226,ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,emotion_3408,speaker_count_3408_last,40,23,60,46,36,24,23
ex03_confused_00226,ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,intent_3408_last,speaker_count_3408_last,0,10,70,20,46,24,10
ex03_confused_00226,ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,intent_3408_last,speaker_count_3408_last,20,19,70,38,46,24,19
ex03_confused_00226,ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,intent_3408_last,speaker_count_3408_last,40,22,70,44,46,24,22
ex03_confused_00269,ex03::DOES THE PROSECUTION HAVE A RECOMMENDATION,asr_3408,emotion_3408,0,12,49,24,32,17,12
ex03_confused_00269,ex03::DOES THE PROSECUTION HAVE A RECOMMENDATION,asr_3408,emotion_3408,20,16,49,32,32,17,16
ex03_confused_00269,ex03::DOES THE PROSECUTION HAVE A RECOMMENDATION,asr_3408,emotion_3408,40,17,49,34,32,17,17
ex03_confused_00269,ex03::DOES THE PROSECUTION HAVE A RECOMMENDATION,asr_3408,intent_3408_last,0,16,55,32,32,23,16
ex03_confused_00269,ex03::DOES THE PROSECUTION HAVE A RECOMMENDATION,asr_3408,intent_3408_last,20,22,55,44,32,23,22
ex03_confused_00269,ex03::DOES THE PROSECUTION HAVE A RECOMMENDATION,asr_3408,intent_3408_last,40,23,55,46,32,23,23
ex03_confused_00269,ex03::DOES THE PROSECUTION HAVE A RECOMMENDATION,asr_3408,speaker_count_3408_last,0,5,43,10,32,11,5
ex03_confused_00269,ex03::DOES THE PROSECUTION HAVE A RECOMMENDATION,asr_3408,speaker_count_3408_last,20,11,43,22,32,11,11
ex03_confused_00269,ex03::DOES THE PROSECUTION HAVE A RECOMMENDATION,asr_3408,speaker_count_3408_last,40,11,43,22,32,11,11
ex03_confused_00269,ex03::DOES THE PROSECUTION HAVE A RECOMMENDATION,emotion_3408,intent_3408_last,0,11,40,22,17,23,11
ex03_confused_00269,ex03::DOES THE PROSECUTION HAVE A RECOMMENDATION,emotion_3408,intent_3408_last,20,17,40,34,17,23,17
ex03_confused_00269,ex03::DOES THE PROSECUTION HAVE A RECOMMENDATION,emotion_3408,intent_3408_last,40,17,40,34,17,23,18
ex03_confused_00269,ex03::DOES THE PROSECUTION HAVE A RECOMMENDATION,emotion_3408,speaker_count_3408_last,0,5,28,10,17,11,5
ex03_confused_00269,ex03::DOES THE PROSECUTION HAVE A RECOMMENDATION,emotion_3408,speaker_count_3408_last,20,10,28,20,17,11,10
ex03_confused_00269,ex03::DOES THE PROSECUTION HAVE A RECOMMENDATION,emotion_3408,speaker_count_3408_last,40,10,28,20,17,11,10
ex03_confused_00269,ex03::DOES THE PROSECUTION HAVE A RECOMMENDATION,intent_3408_last,speaker_count_3408_last,0,5,34,10,23,11,5
ex03_confused_00269,ex03::DOES THE PROSECUTION HAVE A RECOMMENDATION,intent_3408_last,speaker_count_3408_last,20,11,34,22,23,11,11
ex03_confused_00269,ex03::DOES THE PROSECUTION HAVE A RECOMMENDATION,intent_3408_last,speaker_count_3408_last,40,11,34,22,23,11,11
ex03_confused_00285,ex03::DON'T THROW THAT OUT,asr_3408,emotion_3408,0,3,19,6,13,6,3
