uid,block,policy,event,offset_ms,tol_ms,hits,cuts,refs,den,twice_hits
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,asr_3408,rise,12.5,20.0,5,19,8,27,10
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,asr_3408,rise,12.5,40.0,6,19,8,27,12
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,asr_3408,fall,0.0,20.0,5,19,9,28,10
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,asr_3408,fall,0.0,40.0,8,19,9,28,16
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,asr_3408,fall,12.5,20.0,5,19,9,28,10
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,asr_3408,fall,12.5,40.0,8,19,9,28,16
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,asr_3408,peak,0.0,20.0,0,19,7,26,0
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,asr_3408,peak,0.0,40.0,5,19,7,26,10
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,asr_3408,peak,12.5,20.0,2,19,7,26,4
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,asr_3408,peak,12.5,40.0,7,19,7,26,14
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,asr_3408,valley,0.0,20.0,2,19,6,25,4
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,asr_3408,valley,0.0,40.0,6,19,6,25,12
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,asr_3408,valley,12.5,20.0,3,19,6,25,6
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,asr_3408,valley,12.5,40.0,6,19,6,25,12
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,emotion_3408,rise,0.0,20.0,4,9,8,17,8
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,emotion_3408,rise,0.0,40.0,6,9,8,17,12
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,emotion_3408,rise,12.5,20.0,6,9,8,17,12
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,emotion_3408,rise,12.5,40.0,7,9,8,17,14
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,emotion_3408,fall,0.0,20.0,0,9,9,18,0
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,emotion_3408,fall,0.0,40.0,3,9,9,18,6
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,emotion_3408,fall,12.5,20.0,1,9,9,18,2
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,emotion_3408,fall,12.5,40.0,3,9,9,18,6
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,emotion_3408,peak,0.0,20.0,0,9,7,16,0
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,emotion_3408,peak,0.0,40.0,2,9,7,16,4
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,emotion_3408,peak,12.5,20.0,2,9,7,16,4
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,emotion_3408,peak,12.5,40.0,4,9,7,16,8
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,emotion_3408,valley,0.0,20.0,2,9,6,15,4
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,emotion_3408,valley,0.0,40.0,4,9,6,15,8
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,emotion_3408,valley,12.5,20.0,3,9,6,15,6
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,emotion_3408,valley,12.5,40.0,4,9,6,15,8
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,intent_3408_last,rise,0.0,20.0,5,16,8,24,10
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,intent_3408_last,rise,0.0,40.0,7,16,8,24,14
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,intent_3408_last,rise,12.5,20.0,6,16,8,24,12
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,intent_3408_last,rise,12.5,40.0,7,16,8,24,14
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,intent_3408_last,fall,0.0,20.0,2,16,9,25,4
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,intent_3408_last,fall,0.0,40.0,8,16,9,25,16
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,intent_3408_last,fall,12.5,20.0,3,16,9,25,6
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,intent_3408_last,fall,12.5,40.0,8,16,9,25,16
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,intent_3408_last,peak,0.0,20.0,1,16,7,23,2
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,intent_3408_last,peak,0.0,40.0,4,16,7,23,8
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,intent_3408_last,peak,12.5,20.0,2,16,7,23,4
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,intent_3408_last,peak,12.5,40.0,7,16,7,23,14
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,intent_3408_last,valley,0.0,20.0,2,16,6,22,4
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,intent_3408_last,valley,0.0,40.0,6,16,6,22,12
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,intent_3408_last,valley,12.5,20.0,5,16,6,22,10
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,intent_3408_last,valley,12.5,40.0,6,16,6,22,12
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,speaker_count_3408_last,rise,0.0,20.0,5,6,8,14,10
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,speaker_count_3408_last,rise,0.0,40.0,6,6,8,14,12
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,speaker_count_3408_last,rise,12.5,20.0,5,6,8,14,10
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,speaker_count_3408_last,rise,12.5,40.0,6,6,8,14,12
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,speaker_count_3408_last,fall,0.0,20.0,0,6,9,15,0
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,speaker_count_3408_last,fall,0.0,40.0,2,6,9,15,4
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,speaker_count_3408_last,fall,12.5,20.0,1,6,9,15,2
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,speaker_count_3408_last,fall,12.5,40.0,3,6,9,15,6
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,speaker_count_3408_last,peak,0.0,20.0,2,6,7,13,4
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,speaker_count_3408_last,peak,0.0,40.0,3,6,7,13,6
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,speaker_count_3408_last,peak,12.5,20.0,3,6,7,13,6
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,speaker_count_3408_last,peak,12.5,40.0,6,6,7,13,12
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,speaker_count_3408_last,valley,0.0,20.0,0,6,6,12,0
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,speaker_count_3408_last,valley,0.0,40.0,1,6,6,12,2
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,speaker_count_3408_last,valley,12.5,20.0,0,6,6,12,0
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,speaker_count_3408_last,valley,12.5,40.0,1,6,6,12,2
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,emotion_3407,rise,0.0,20.0,4,12,8,20,8
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,emotion_3407,rise,0.0,40.0,5,12,8,20,10
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,emotion_3407,rise,12.5,20.0,5,12,8,20,10
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,emotion_3407,rise,12.5,40.0,7,12,8,20,14
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,emotion_3407,fall,0.0,20.0,2,12,9,21,4
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,emotion_3407,fall,0.0,40.0,6,12,9,21,12
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,emotion_3407,fall,12.5,20.0,3,12,9,21,6
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,emotion_3407,fall,12.5,40.0,6,12,9,21,12
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,emotion_3407,peak,0.0,20.0,1,12,7,19,2
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,emotion_3407,peak,0.0,40.0,2,12,7,19,4
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,emotion_3407,peak,12.5,20.0,2,12,7,19,4
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,emotion_3407,peak,12.5,40.0,5,12,7,19,10
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,emotion_3407,valley,0.0,20.0,3,12,6,18,6
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,emotion_3407,valley,0.0,40.0,5,12,6,18,10
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,emotion_3407,valley,12.5,20.0,4,12,6,18,8
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,emotion_3407,valley,12.5,40.0,5,12,6,18,10
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,emotion_3409,rise,0.0,20.0,2,9,8,17,4
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,emotion_3409,rise,0.0,40.0,4,9,8,17,8
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,emotion_3409,rise,12.5,20.0,4,9,8,17,8
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,emotion_3409,rise,12.5,40.0,6,9,8,17,12
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,emotion_3409,fall,0.0,20.0,1,9,9,18,2
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,emotion_3409,fall,0.0,40.0,4,9,9,18,8
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,emotion_3409,fall,12.5,20.0,2,9,9,18,4
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,emotion_3409,fall,12.5,40.0,4,9,9,18,8
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,emotion_3409,peak,0.0,20.0,0,9,7,16,0
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,emotion_3409,peak,0.0,40.0,2,9,7,16,4
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,emotion_3409,peak,12.5,20.0,1,9,7,16,2
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,emotion_3409,peak,12.5,40.0,3,9,7,16,6
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,emotion_3409,valley,0.0,20.0,3,9,6,15,6
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,emotion_3409,valley,0.0,40.0,5,9,6,15,10
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,emotion_3409,valley,12.5,20.0,4,9,6,15,8
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,emotion_3409,valley,12.5,40.0,5,9,6,15,10
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,asr_3408,rise,0.0,20.0,13,59,25,84,26
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,asr_3408,rise,0.0,40.0,20,59,25,84,40
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,asr_3408,rise,12.5,20.0,18,59,25,84,36
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,asr_3408,rise,12.5,40.0,21,59,25,84,42
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,asr_3408,fall,0.0,20.0,14,59,26,85,28
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,asr_3408,fall,0.0,40.0,21,59,26,85,42
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,asr_3408,fall,12.5,20.0,20,59,26,85,40
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,asr_3408,fall,12.5,40.0,21,59,26,85,42
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,asr_3408,peak,0.0,20.0,6,59,16,75,12
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,asr_3408,peak,0.0,40.0,9,59,16,75,18
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,asr_3408,peak,12.5,20.0,7,59,16,75,14
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,asr_3408,peak,12.5,40.0,12,59,16,75,24
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,asr_3408,valley,0.0,20.0,3,59,15,74,6
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,asr_3408,valley,0.0,40.0,5,59,15,74,10
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,asr_3408,valley,12.5,20.0,5,59,15,74,10
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,asr_3408,valley,12.5,40.0,10,59,15,74,20
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,emotion_3408,rise,0.0,20.0,8,31,25,56,16
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,emotion_3408,rise,0.0,40.0,14,31,25,56,28
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,emotion_3408,rise,12.5,20.0,13,31,25,56,26
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,emotion_3408,rise,12.5,40.0,16,31,25,56,32
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,emotion_3408,fall,0.0,20.0,9,31,26,57,18
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,emotion_3408,fall,0.0,40.0,14,31,26,57,28
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,emotion_3408,fall,12.5,20.0,11,31,26,57,22
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,emotion_3408,fall,12.5,40.0,15,31,26,57,30
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,emotion_3408,peak,0.0,20.0,5,31,16,47,10
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,emotion_3408,peak,0.0,40.0,7,31,16,47,14
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,emotion_3408,peak,12.5,20.0,6,31,16,47,12
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,emotion_3408,peak,12.5,40.0,11,31,16,47,22
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,emotion_3408,valley,0.0,20.0,3,31,15,46,6
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,emotion_3408,valley,0.0,40.0,5,31,15,46,10
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,emotion_3408,valley,12.5,20.0,5,31,15,46,10
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,emotion_3408,valley,12.5,40.0,6,31,15,46,12
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,intent_3408_last,rise,0.0,20.0,14,44,25,69,28
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,intent_3408_last,rise,0.0,40.0,19,44,25,69,38
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,intent_3408_last,rise,12.5,20.0,17,44,25,69,34
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,intent_3408_last,rise,12.5,40.0,20,44,25,69,40
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,intent_3408_last,fall,0.0,20.0,9,44,26,70,18
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,intent_3408_last,fall,0.0,40.0,18,44,26,70,36
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,intent_3408_last,fall,12.5,20.0,16,44,26,70,32
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,intent_3408_last,fall,12.5,40.0,19,44,26,70,38
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,intent_3408_last,peak,0.0,20.0,6,44,16,60,12
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,intent_3408_last,peak,0.0,40.0,9,44,16,60,18
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,intent_3408_last,peak,12.5,20.0,8,44,16,60,16
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,intent_3408_last,peak,12.5,40.0,12,44,16,60,24
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,intent_3408_last,valley,0.0,20.0,1,44,15,59,2
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,intent_3408_last,valley,0.0,40.0,5,44,15,59,10
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,intent_3408_last,valley,12.5,20.0,4,44,15,59,8
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,intent_3408_last,valley,12.5,40.0,8,44,15,59,16
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,speaker_count_3408_last,rise,0.0,20.0,9,18,25,43,18
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,speaker_count_3408_last,rise,0.0,40.0,12,18,25,43,24
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,speaker_count_3408_last,rise,12.5,20.0,10,18,25,43,20
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,speaker_count_3408_last,rise,12.5,40.0,13,18,25,43,26
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,speaker_count_3408_last,fall,0.0,20.0,4,18,26,44,8
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,speaker_count_3408_last,fall,0.0,40.0,5,18,26,44,10
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,speaker_count_3408_last,fall,12.5,20.0,5,18,26,44,10
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,speaker_count_3408_last,fall,12.5,40.0,6,18,26,44,12
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,speaker_count_3408_last,peak,0.0,20.0,3,18,16,34,6
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,speaker_count_3408_last,peak,0.0,40.0,6,18,16,34,12
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,speaker_count_3408_last,peak,12.5,20.0,5,18,16,34,10
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,speaker_count_3408_last,peak,12.5,40.0,6,18,16,34,12
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,speaker_count_3408_last,valley,0.0,20.0,0,18,15,33,0
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,speaker_count_3408_last,valley,0.0,40.0,1,18,15,33,2
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,speaker_count_3408_last,valley,12.5,20.0,0,18,15,33,0
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,speaker_count_3408_last,valley,12.5,40.0,1,18,15,33,2
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,emotion_3407,rise,0.0,20.0,12,38,25,63,24
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,emotion_3407,rise,0.0,40.0,18,38,25,63,36
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,emotion_3407,rise,12.5,20.0,16,38,25,63,32
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,emotion_3407,rise,12.5,40.0,19,38,25,63,38
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,emotion_3407,fall,0.0,20.0,8,38,26,64,16
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,emotion_3407,fall,0.0,40.0,16,38,26,64,32
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,emotion_3407,fall,12.5,20.0,12,38,26,64,24
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,emotion_3407,fall,12.5,40.0,17,38,26,64,34
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,emotion_3407,peak,0.0,20.0,6,38,16,54,12
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,emotion_3407,peak,0.0,40.0,8,38,16,54,16
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,emotion_3407,peak,12.5,20.0,7,38,16,54,14
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,emotion_3407,peak,12.5,40.0,12,38,16,54,24
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,emotion_3407,valley,0.0,20.0,2,38,15,53,4
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,emotion_3407,valley,0.0,40.0,5,38,15,53,10
